Scores for the first eight non-phylogenetic PCÕs for all species (n = 2028) in our data. ,,,,,,,,,,,,
,,,,,,,,,,,,
TipLabel,Genus,Family,Order,Subgroup,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
Chalcophaps_indica,Chalcophaps,Columbidae,COLUMBIFORMES,COLUMBIFORMES,-0.163570248,0.086418009,-0.033239773,-0.009831288,0.038367328,-0.024909821,0.001353258,-0.005993423
Chalcopsitta_cardinalis,Chalcopsitta,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.257963152,-0.109716496,-0.092145239,0.019707605,0.006895893,-0.012756733,0.025409869,0.029332309
Chalcostigma_ruficeps,Chalcostigma,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.271964556,-0.042607877,0.028717461,-0.029579247,0.011009035,-0.002287304,-0.004860973,0.008874499
Chalybura_buffonii,Chalybura,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.303006372,-0.050741393,-0.000529347,0.0099768,0.017149603,0.003558622,-0.000680894,0.01349608
Chamaea_fasciata,Chamaea,Timaliidae,PASSERIFORMES,Sylvioidea,-0.01179516,0.071811139,-0.020180435,-0.016496048,-0.003946039,-0.000298341,-0.007505627,-0.009124795
Chamaepetes_unicolor,Chamaepetes,Cracidae,GALLIFORMES,GALLIFORMES,0.095004937,0.141576253,-0.066129748,0.025350734,0.031416377,0.059018468,0.018714986,0.004396023
Chamaeza_campanisona,Chamaeza,Formicariidae,PASSERIFORMES,Furnariidae,-0.026208075,0.109290466,0.003566402,-0.003343661,0.0059035,0.000335288,-0.001778351,-0.002331093
Charadrius_vociferus,Charadrius,Charadriidae,CHARADRIIFORMES,CHARADRIIFORMES,-0.192752853,-0.093456056,0.061417334,-0.010030258,0.000700538,-0.005962651,0.012630692,-0.007788699
Charitospiza_eucosma,Charitospiza,Emberizidae,PASSERIFORMES,Passeroidea,0.100187576,-0.074102534,0.04326152,-0.002828037,-0.058830092,0.009981256,0.003638009,0.000407413
Charmosyna_papou,Charmosyna,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.204242936,-0.037472963,-0.09415051,0.03431275,0.008288169,0.035798156,0.032047453,0.044213394
Chasiempis_sandwichensis,Chasiempis,Monarchidae,PASSERIFORMES,Corvoidea,-0.056716678,0.079918226,-0.006315218,-0.026735071,0.006795419,-0.005401567,-0.010070381,-0.000156261
Chauna_chavaria,Chauna,Anhimidae,ANSERIFORMES,ANSERIFORMES,0.112592403,-0.031062174,-0.028797877,0.031177252,0.073851363,0.013683325,0.013249651,-0.008646414
Chelictinia_riocourii,Chelictinia,Accipitridae,ACCIPITRIFORMES,ACCIPITRIFORMES,0.326974771,-0.130542913,-0.058512044,0.038913849,-0.003264929,-0.027325969,0.0239992,0.019347593
Chelidoptera_tenebrosa,Chelidoptera,Bucconidae,PICIFORMES,PICIFORMES,-0.012119245,0.117317738,-0.045584171,0.041162888,-0.050857136,0.017588814,0.010958603,-0.00415033
Chelidorhynx_hypoxantha,Chelidorhynx,Rhipiduridae,PASSERIFORMES,Sylvioidea,0.130132909,0.140229502,0.163907299,0.026180634,0.020748371,-0.046964417,-0.002666283,0.007037472
Chen_caerulescens,Chen,Anatidae,ANSERIFORMES,ANSERIFORMES,0.069387141,-0.053217931,-0.017863209,-0.067454596,0.020638792,0.04677361,0.023006488,-0.020574351
Chenonetta_jubata,Chenonetta,Anatidae,ANSERIFORMES,ANSERIFORMES,0.141863721,-0.095571514,0.06448304,-0.075960351,0.069985161,0.033965767,0.020208331,-0.011035358
Cheramoeca_leucosterna,Cheramoeca,Hirundinidae,PASSERIFORMES,Sylvioidea,0.341334475,0.368121709,0.152049572,0.042586416,-0.008957776,-0.015704867,0.0017516,0.011147402
Chersomanes_albofasciata,Chersomanes,Alaudidae,PASSERIFORMES,Sylvioidea,-0.179184338,-0.06401241,0.022106579,0.011920962,0.005550452,0.005650342,0.003165832,-0.006079998
Chersophilus_duponti,Chersophilus,Alaudidae,PASSERIFORMES,Sylvioidea,-0.14042702,-0.122582467,0.021315216,0.030478784,0.01186453,0.017840893,0.017899789,-0.007133045
Chionis_albus,Chionis,Chionidae,CHARADRIIFORMES,CHARADRIIFORMES,0.069423056,0.020597817,-0.092545778,-0.023256813,-0.02070208,0.028945221,0.017323249,0.015309683
Chiroxiphia_linearis,Chiroxiphia,Pipridae,PASSERIFORMES,Cotingidae,0.187434595,0.187680273,0.010761909,0.01574222,-0.047810815,-0.010978221,0.008567208,0.010874612
Chlamydera_cerviniventris,Chlamydera,Ptilonorhynchidae,PASSERIFORMES,Ptilonorhynchoidea,0.080891929,0.086495621,-0.005994492,0.000233405,-0.018005211,0.003259038,-0.008814135,-0.006080492
Chlamydochaera_jefferyi,Chlamydochaera,Turdidae,PASSERIFORMES,Muscicapoidea,0.005920447,0.125147099,0.024565195,0.000637511,-0.027414785,-0.030668202,0.002551811,0.00480869
Chlamydotis_undulata,Chlamydotis,Otididae,OTIDIFORMES,OTIDIFORMES,-0.037446061,0.045326141,0.022196096,0.0016324,0.022891903,-0.016218039,0.009447116,0.001894163
Chlidonias_hybrida,Chlidonias,Laridae,CHARADRIIFORMES,CHARADRIIFORMES,-0.184697644,0.120658622,-0.067949667,-0.019051751,-0.011758425,-0.00138244,-0.006914603,0.01117625
Chloephaga_melanoptera,Chloephaga,Anatidae,ANSERIFORMES,ANSERIFORMES,0.20158175,-0.06753727,0.005374677,-0.089931367,0.053852025,0.018461003,0.024413758,-0.006417075
Chlorestes_notata,Chlorestes,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.276907207,0.016253611,-0.007337405,-0.013058182,0.006474787,-0.002151077,-0.002858446,0.005239762
Chloroceryle_inda,Chloroceryle,Alcedinidae,CORACIIFORMES,CORACIIFORMES,-0.188673398,0.072075028,-0.00848691,-0.02603108,-0.020305178,-0.009628876,-0.001477192,0.003886201
Chlorocharis_emiliae,Chlorocharis,Zosteropidae,PASSERIFORMES,Sylvioidea,-0.130354573,-0.064009342,0.036197426,0.017058876,-0.01194571,-0.001408641,0.002762476,0.008672319
Chlorochrysa_nitidissima,Chlorochrysa,Thraupidae,PASSERIFORMES,Passeroidea,0.035145639,-0.003841111,0.042379041,-0.011687815,-0.017228193,0.006440526,-0.00549493,-0.00365385
Chlorocichla_simplex,Chlorocichla,Pycnonotidae,PASSERIFORMES,Sylvioidea,0.038457875,0.090271094,-0.006178649,0.014052921,-0.021669304,-0.007277374,0.003126549,-0.003960911
Chloropeta_natalensis,Chloropeta,Sylviidae,PASSERIFORMES,Sylvioidea,0.004435027,0.095372338,0.05099962,-0.006103401,0.038166206,0.012154895,-0.010535532,0.009238162
Chlorophanes_spiza,Chlorophanes,Thraupidae,PASSERIFORMES,Passeroidea,-0.087807487,0.027409197,-0.010457298,0.050235081,-0.009525701,0.007316974,0.003463598,-0.008481122
Chlorophonia_pyrrhophrys,Chlorophonia,Thraupidae,PASSERIFORMES,Passeroidea,0.275804007,0.035009241,0.075223347,-0.028914561,-0.040284126,-0.028704692,-0.009799769,0.007230543
Chloropsis_cyanopogon,Chloropsis,Chloropseidae,PASSERIFORMES,Passeroidea,-0.08460093,0.005588185,-0.009311646,0.011189377,-0.020091421,-0.017644489,0.000101948,-0.001170164
Chlorornis_riefferii,Chlorornis,Thraupidae,PASSERIFORMES,Passeroidea,0.119343838,-0.043409232,-0.010351514,-0.028820631,-0.02779332,0.013245295,-0.011769566,-0.001643651
Chlorospingus_canigularis,Chlorospingus,Thraupidae,PASSERIFORMES,Passeroidea,0.130148377,-0.044048522,0.056579311,0.004619325,-0.013991982,0.010586176,-0.006872639,-0.01151105
Chlorostilbon_stenurus,Chlorostilbon,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.306315081,0.001408852,-0.002603446,-0.01930548,0.002455595,-0.000302203,-0.005838674,0.007347886
Chlorothraupis_olivacea,Chlorothraupis,Cardinalidae,PASSERIFORMES,Passeroidea,0.137957885,-0.082207839,0.043433776,0.003973408,-0.032248098,-0.010052588,0.002942686,-0.002480804
Chondestes_grammacus,Chondestes,Emberizidae,PASSERIFORMES,Passeroidea,0.10163103,-0.156785425,0.059723511,-0.012432154,-0.044215914,0.038205476,-0.002592514,-0.010213426
Chondrohierax_uncinatus,Chondrohierax,Accipitridae,ACCIPITRIFORMES,ACCIPITRIFORMES,0.095872522,-0.098042857,-0.171966644,0.086800989,0.053206007,0.018639667,0.00816007,0.00533449
Chordeiles_gundlachii,Chordeiles,Caprimulgidae,CAPRIMULGIFORMES,CAPRIMULGIFORMES,0.28162582,0.314919978,0.084597408,0.050385424,-0.019445638,-0.024549746,0.009728677,-0.008054837
Chrysococcyx_minutillus,Chrysococcyx,Cuculidae,CUCULIFORMES,CUCULIFORMES,0.01328809,0.116560749,0.009986245,0.031731547,-0.007614775,0.007763479,0.012148304,0.008454943
Chrysocolaptes_lucidus,Chrysocolaptes,Picidae,PICIFORMES,PICIFORMES,-0.15199502,0.006959804,0.025611986,-0.012466471,-0.018652063,-0.010376792,-0.004070434,-0.001321967
Chrysolampis_mosquitus,Chrysolampis,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.263334329,0.144090974,-0.058891703,-0.02246934,0.017741269,-0.005860166,-0.010441391,0.006824913
Chrysolophus_pictus,Chrysolophus,Phasianidae,GALLIFORMES,GALLIFORMES,0.145421515,-0.074671894,-0.002273886,0.009313975,0.048228493,0.035941326,0.002074588,-0.019447355
Chrysomma_sinense,Chrysomma,Timaliidae,PASSERIFORMES,Sylvioidea,0.04934016,-0.031856381,-0.049017174,0.013417575,-0.024614648,0.010051059,-0.000417179,-0.008450571
Chrysomus_icterocephalus,Chrysomus,Icteridae,PASSERIFORMES,Passeroidea,-0.045204792,-0.133167172,0.071963404,0.003848567,-0.033211474,0.014289044,-0.001702365,0.005573403
Chrysothlypis_salmoni,Chrysothlypis,Thraupidae,PASSERIFORMES,Passeroidea,-0.063725686,0.0197112,0.02933314,0.027377655,-0.014904152,0.004010685,0.003148993,-0.003223512
Chrysuronia_oenone,Chrysuronia,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.29742721,-0.011892308,0.000285826,-0.001167162,0.010842427,0.005021789,-0.002911453,0.004614044
Chthonicola_sagittatus,Chthonicola,Acanthizidae,PASSERIFORMES,Meliphagoidea,-0.05600392,-0.046109493,0.001604983,-0.00303751,-0.016251355,-0.008847898,0.003371006,-0.010475956
Chunga_burmeisteri,Chunga,Cariamidae,CARIAMIFORMES,CARIAMIFORMES,0.021825412,-0.040019219,-0.049646229,0.01056736,0.057278957,0.011877063,-0.00506928,-0.003076425
Cichladusa_arquata,Cichladusa,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.035507444,0.000891905,-0.008517979,0.01100974,-0.034990047,-0.013167752,0.004306786,-0.003726805
Cichlocolaptes_leucophrus,Cichlocolaptes,Furnariidae,PASSERIFORMES,Furnariidae,-0.15801349,0.109215233,-0.035870907,-0.0162513,-0.012176526,0.008712308,-0.005914106,-0.006192172
Cichlopsis_leucogenys,Cichlopsis,Turdidae,PASSERIFORMES,Muscicapoidea,0.014340188,0.127534191,0.003874577,0.016125135,-0.004204344,-0.015550356,-0.004057873,0.00283503
Cicinnurus_regius,Cicinnurus,Paradisaeidae,PASSERIFORMES,Corvoidea,-0.051413009,0.251106642,-0.114153294,-0.028409752,-0.020450841,-0.001422336,-0.015262067,-0.002471065
Ciconia_maguari,Ciconia,Ciconiidae,CICONIIFORMES,CICONIIFORMES,-0.300488405,-0.128855988,0.020000656,-0.012050986,-0.024302209,0.002959556,0.00154421,0.01201854
Cinclidium_diana,Cinclidium,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.050718007,-0.053351632,0.008252729,0.01232557,-0.012173965,-0.021245061,0.008905068,-0.006023068
Cinclocerthia_ruficauda,Cinclocerthia,Mimidae,PASSERIFORMES,Muscicapoidea,-0.139265144,0.037679148,-0.004932581,0.019562148,-0.003131419,-0.003336219,-0.004018021,-0.000304399
Cinclodes_fuscus,Cinclodes,Furnariidae,PASSERIFORMES,Furnariidae,-0.162360242,0.101791122,-0.024239948,0.002625171,-0.014675136,-0.00046318,-0.003727291,0.006796307
Cincloramphus_cruralis,Cincloramphus,Sylviidae,PASSERIFORMES,Sylvioidea,-0.025248559,0.10046885,0.003466398,0.013743241,-0.018689176,-0.010775537,0.010395286,0.004796
Cinclosoma_castaneothorax,Cinclosoma,Cinclosomatidae,PASSERIFORMES,Corvoidea,-0.016885775,0.041719989,0.006180514,-0.002623648,-0.017359534,0.005819117,0.004403752,-0.008781469
Cinclus_pallasii,Cinclus,Cinclidae,PASSERIFORMES,Muscicapoidea,-0.184292358,-0.057786167,-0.033196023,-0.029370948,-0.025972702,-0.017778231,0.007215537,-0.002767935
Cinnycerthia_unirufa,Cinnycerthia,Troglodytidae,PASSERIFORMES,Muscicapoidea,-0.057927227,-0.042673322,-0.008301415,0.007651743,-0.007806148,0.023914479,0.003019864,-0.001456395
Cinnyricinclus_femoralis,Cinnyricinclus,Sturnidae,PASSERIFORMES,Muscicapoidea,0.067912459,0.103662548,0.054097143,0.013814777,-0.002202713,-0.019850734,0.003313879,0.002169954
Circaetus_gallicus,Circaetus,Accipitridae,ACCIPITRIFORMES,ACCIPITRIFORMES,0.273228918,-0.067988171,-0.156582857,0.044909263,0.003895816,-0.009605124,0.024279869,0.026527401
Circus_aeruginosus,Circus,Accipitridae,ACCIPITRIFORMES,ACCIPITRIFORMES,0.225207567,-0.020761211,-0.084767912,0.009747087,0.015369076,-0.008256281,0.018347638,-0.003010794
Cissa_hypoleuca,Cissa,Corvidae,PASSERIFORMES,Corvoidea,0.0396961,0.097517095,-0.056655647,-0.01847191,-0.015847338,0.010294994,-0.016050725,-0.007272791
Cissopis_leverianus,Cissopis,Thraupidae,PASSERIFORMES,Passeroidea,0.200503201,0.020989877,0.030599287,0.00883349,-0.005019926,-0.002559945,-0.006101483,0.012041881
Cisticola_lateralis,Cisticola,Cisticolidae,PASSERIFORMES,Sylvioidea,-0.029112075,0.017853303,-0.015883614,0.022085517,-0.011981093,0.00882505,0.011721926,0.004409702
Cistothorus_platensis,Cistothorus,Troglodytidae,PASSERIFORMES,Muscicapoidea,-0.055637737,-0.026547859,0.002030271,0.024711028,-0.024046051,0.005810819,0.003301882,-0.005401935
Cittura_cyanotis,Cittura,Alcedinidae,CORACIIFORMES,CORACIIFORMES,-0.002744185,0.122447753,0.044202333,-0.050812176,0.004344571,-0.007870871,-0.009751963,-0.003540924
Cladorhynchus_leucocephalus,Cladorhynchus,Recurvirostridae,CHARADRIIFORMES,CHARADRIIFORMES,-0.374011992,-0.11607043,0.062140495,-0.015861742,-0.006677284,0.008298146,0.008523174,0.011811127
Clamator_jacobinus,Clamator,Cuculidae,CUCULIFORMES,CUCULIFORMES,0.045373677,0.108573314,-0.047796876,0.03213471,-0.030037729,0.005578989,0.012208691,-0.003104096
Clangula_hyemalis,Clangula,Anatidae,ANSERIFORMES,ANSERIFORMES,0.120268765,0.189034899,-0.015335613,-0.154996117,0.05273574,-0.016080684,-0.005225539,0.005648367
Claravis_pretiosa,Claravis,Columbidae,COLUMBIFORMES,COLUMBIFORMES,-0.172148309,0.00553536,-0.006931809,0.011727225,0.037196196,-0.011612534,0.000536076,-0.008695508
Cleptornis_marchei,Cleptornis,Zosteropidae,PASSERIFORMES,Sylvioidea,-0.110133815,-0.090172947,0.031916877,0.025809186,-0.008370508,-0.004003152,0.001891348,0.001063362
Climacteris_affinis,Climacteris,Climacteridae,PASSERIFORMES,Ptilonorhynchoidea,-0.111961142,-0.067709759,0.033868443,0.054770372,-0.038692254,-0.011775519,0.008553527,-0.00089282
Clypicterus_oseryi,Clypicterus,Icteridae,PASSERIFORMES,Passeroidea,0.012869874,-0.353039563,0.030089967,-0.018650711,-0.064216818,0.032077051,-0.001772128,0.019232596
Clytoceyx_rex,Clytoceyx,Alcedinidae,CORACIIFORMES,CORACIIFORMES,0.180153539,0.116412598,0.014128795,-0.102552637,0.045933553,0.033892756,-0.017998868,0.000215931
Clytoctantes_alixii,Clytoctantes,Thamnophilidae,PASSERIFORMES,Thamnophilidae,-0.072089373,-0.006447837,-0.011544358,-0.101962109,-0.072453943,-0.03557997,-0.010848703,-0.023996041
Clytolaema_rubricauda,Clytolaema,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.300580852,-0.016339831,-0.004423428,-0.032025309,-0.000506135,-0.00126083,-0.004841171,0.003584605
Clytorhynchus_hamlini,Clytorhynchus,Monarchidae,PASSERIFORMES,Corvoidea,-0.145447602,-0.016741086,-0.002955034,-0.014963833,-0.000877,-0.019504326,-0.005361814,-0.005697763
Clytospiza_monteiri,Clytospiza,Estrildidae,PASSERIFORMES,Passeroidea,0.093466017,-0.160993993,0.02451024,-0.018219175,-0.053633422,0.010219104,0.025584429,0.018391041
Cnemarchus_erythropygius,Cnemarchus,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.002625873,0.104290129,0.023028145,-0.011900412,0.006256426,-0.014520275,0.00357512,0.005605069
Cnemophilus_macgregorii,Cnemophilus,Cnemophilidae,PASSERIFORMES,Corvoidea,0.047403143,0.207064007,-0.026991295,-0.008033958,0.000936354,-0.016911097,-0.006198915,0.005300734
Cnemoscopus_rubrirostris,Cnemoscopus,Thraupidae,PASSERIFORMES,Passeroidea,0.050265721,0.040434893,0.020381022,0.016330241,-0.006228025,0.018020208,-0.003524544,-0.002006129
Cnemotriccus_fuscatus,Cnemotriccus,Tyrannidae,PASSERIFORMES,Tyrannidae,0.005418483,0.015688846,0.072967041,-0.031035447,0.016365117,-0.023698095,-0.005848121,0.005331358
Cnipodectes_subbrunneus,Cnipodectes,Tyrannidae,PASSERIFORMES,Tyrannidae,0.069703129,0.053743854,0.080307815,0.009817969,0.022597019,-0.016939608,0.000672941,-0.001134003
Coccothraustes_vespertinus,Coccothraustes,Fringillidae,PASSERIFORMES,Passeroidea,0.268103092,-0.000415249,0.030566275,-0.016528942,-0.036656307,0.04420151,0.009019903,0.014021579
Coccycolius_iris,Coccycolius,Sturnidae,PASSERIFORMES,Muscicapoidea,-0.070760733,0.009205549,-0.004345174,0.014746767,-0.029186991,-0.011927071,0.005190708,0.001868739
Coccycua_pumila,Coccycua,Cuculidae,CUCULIFORMES,CUCULIFORMES,0.003582637,0.010768259,0.013588675,0.04204923,-0.002951147,-0.008952038,0.002968258,-0.003501386
Coccyzus_merlini,Coccyzus,Cuculidae,CUCULIFORMES,CUCULIFORMES,-0.182693896,-0.028248539,-0.030707995,0.033077715,-0.004438919,0.007424214,0.001885272,-0.005891633
Cochlearius_cochlearius,Cochlearius,Ardeidae,PELECANIFORMES,PELECANIFORMES,0.054998333,0.117673155,0.06418634,-0.099299326,0.108435202,0.0087475,-0.029976716,0.013860785
Cochoa_purpurea,Cochoa,Turdidae,PASSERIFORMES,Muscicapoidea,0.084502466,0.255195732,0.023630354,0.015231306,-0.003591025,-0.01331593,-0.009937854,0.002129488
Coeligena_torquata,Coeligena,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.364682206,-0.009542556,-0.00478967,-0.029036969,-0.001170199,-0.006285678,-0.004353457,0.008909935
Coenocorypha_pusilla,Coenocorypha,Scolopacidae,CHARADRIIFORMES,CHARADRIIFORMES,-0.30184553,-0.156883688,0.042041962,-0.004779505,0.004895387,0.021982536,0.014786613,0.009656492
Coereba_flaveola,Coereba,Coerebidae,PASSERIFORMES,Passeroidea,-0.122604322,-0.237241451,0.06854834,0.030092653,-0.012205696,0.012269062,0.004532252,0.007018307
Colaptes_campestris,Colaptes,Picidae,PICIFORMES,PICIFORMES,-0.140690349,0.002660827,0.049909961,-0.014903438,0.00193011,-0.015568587,-0.013493465,0.008858459
Colibri_delphinae,Colibri,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.274504654,0.002151392,-0.001218359,-0.024862487,0.002544293,-0.002972571,0.001910969,0.004094163
Colinus_cristatus,Colinus,Odontophoridae,GALLIFORMES,GALLIFORMES,0.247381476,-0.13718961,-0.001116256,-0.01658442,0.039202705,0.014884038,-0.00990648,0.001653634
Colius_striatus,Colius,Coliidae,COLIIFORMES,COLIIFORMES,0.202910555,-0.024459064,-0.042563755,0.015716237,-0.014550263,0.032263099,0.00429223,-0.017175355
Collocalia_unicolor,Collocalia,Apodidae,APODIFORMES,APODIFORMES,0.40136024,0.276966416,0.108600299,0.08932185,-0.012078073,0.009709626,0.020573237,0.002615262
Colluricincla_harmonica,Colluricincla,Colluricinclidae,PASSERIFORMES,Corvoidea,-0.023213894,-0.052107241,-0.022164247,0.002659153,-0.024594244,-0.020207947,0.000970447,-0.012369256
Colonia_colonus,Colonia,Tyrannidae,PASSERIFORMES,Tyrannidae,0.177595948,0.074485592,0.117451063,0.030871035,0.004746625,-0.013214189,0.001106837,-0.005097217
Colorhamphus_parvirostris,Colorhamphus,Tyrannidae,PASSERIFORMES,Tyrannidae,0.037073474,0.141204048,0.045009587,-0.009854365,0.028412462,-0.010779355,-0.011795264,-0.005481385
Columba_bollii,Columba,Columbidae,COLUMBIFORMES,COLUMBIFORMES,-0.045394044,0.138003063,-0.034516897,0.002200765,0.046912737,0.003669087,-0.001707082,0.010662623
Columbina_squammata,Columbina,Columbidae,COLUMBIFORMES,COLUMBIFORMES,-0.119089023,0.136400849,-0.038725295,0.0046948,0.037057877,-0.004767221,-0.010950689,0.000675591
Compsospiza_garleppi,Compsospiza,Thraupidae,PASSERIFORMES,Passeroidea,0.09162133,-0.081667728,0.022747198,0.006405697,-0.02561872,0.035153734,-0.009576744,-0.006386218
Compsothraupis_loricata,Compsothraupis,Thraupidae,PASSERIFORMES,Passeroidea,0.040303402,-0.078810229,0.022561102,0.019691518,-0.002959621,0.008757091,-0.005749079,-0.001543328
Conirostrum_albifrons,Conirostrum,Thraupidae,PASSERIFORMES,Passeroidea,-0.094485213,-0.072958145,0.039698733,0.020301115,-0.03479934,0.011906439,0.005944492,0.006399086
Conopias_parvus,Conopias,Tyrannidae,PASSERIFORMES,Tyrannidae,0.066717438,0.102730923,0.062512751,-0.017210897,0.02739907,-0.005881526,-0.006658437,0.006053686
Conopophaga_melanops,Conopophaga,Conopophagidae,PASSERIFORMES,Furnariidae,0.072560284,0.081094307,0.09135654,-0.021215645,0.027518721,-0.018375087,-0.012622568,0.007346603
Conopophila_albogularis,Conopophila,Meliphagidae,PASSERIFORMES,Meliphagoidea,-0.063540698,0.038038425,0.018636324,0.04204288,-0.02229116,-0.001657741,0.003656136,0.009747484
Conostoma_oemodium,Conostoma,Timaliidae,PASSERIFORMES,Sylvioidea,0.105594079,-0.223331606,-0.051397431,-0.040328871,0.00205013,0.021718125,-0.016646025,-0.017936112
Conothraupis_speculigera,Conothraupis,Thraupidae,PASSERIFORMES,Passeroidea,0.096658885,-0.060100302,0.02689242,-0.008137868,-0.029634178,0.016867722,-0.013942402,-0.008948814
Contopus_cooperi,Contopus,Tyrannidae,PASSERIFORMES,Tyrannidae,0.07586388,0.102540462,0.084454702,-0.014612957,0.007426226,-0.012198122,0.002553614,0.004975882
Copsychus_albospecularis,Copsychus,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.006856976,0.090484987,0.006524358,-0.00080054,-0.023511909,-0.008794328,0.001916245,-0.008277815
Coracias_garrulus,Coracias,Coraciidae,CORACIIFORMES,CORACIIFORMES,-0.02331075,0.03398779,-0.050130549,-0.002528702,-0.056923802,-0.000834106,0.006888512,-0.009511607
Coracina_typica,Coracina,Campephagidae,PASSERIFORMES,Corvoidea,0.048450249,0.053351771,0.015264471,-0.006508121,0.007943223,-0.016118469,-0.013809771,-0.009339425
Coracopsis_vasa,Coracopsis,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.254911918,-0.285201099,-0.038357173,0.015366156,0.050090665,-0.022488055,-0.012640071,-0.000102001
Coragyps_atratus,Coragyps,Cathartidae,ACCIPITRIFORMES,ACCIPITRIFORMES,-0.060420322,0.053573437,-0.012872082,0.013998686,0.065340019,-0.004686112,0.009511619,-0.042709461
Corapipo_gutturalis,Corapipo,Pipridae,PASSERIFORMES,Cotingidae,0.107288537,0.06922413,0.037443376,-0.007721133,-0.005877641,-0.010967785,-0.011927659,0.000367763
Corcorax_melanorhamphos,Corcorax,Corcoracidae,PASSERIFORMES,Corvoidea,-0.090038923,-0.015787021,-0.031166024,0.035083072,0.021418968,0.023362322,-0.001902134,-0.001571846
Cormobates_leucophaea,Cormobates,Climacteridae,PASSERIFORMES,Ptilonorhynchoidea,-0.152991237,0.000395202,0.001698217,0.042499549,-0.008999502,-0.001728061,0.002113934,0.006205556
Corvinella_corvina,Corvinella,Laniidae,PASSERIFORMES,Corvoidea,0.123044456,0.09459602,-0.06777914,-0.013844343,-0.043755463,0.002108467,-0.006712672,-0.003955789
Corvus_corone,Corvus,Corvidae,PASSERIFORMES,Corvoidea,-0.001014962,0.040708079,-0.03291593,-0.010441585,0.005858062,-0.000897352,-0.005743204,0.004727963
Corydon_sumatranus,Corydon,Eurylaimidae,PASSERIFORMES,Eurylaimides,0.364179893,0.206696726,0.065994193,-0.022495338,0.064248476,0.010194098,0.039537519,0.057490952
Coryphaspiza_melanotis,Coryphaspiza,Emberizidae,PASSERIFORMES,Passeroidea,0.130918574,0.014248769,-0.000387432,0.01181176,-0.050983077,0.029866713,-0.005213061,-0.000351263
Coryphistera_alaudina,Coryphistera,Furnariidae,PASSERIFORMES,Furnariidae,-0.044889915,0.001199516,0.002378084,0.009682638,-0.024272967,0.019198029,0.009392405,-0.004770722
Coryphospingus_cucullatus,Coryphospingus,Emberizidae,PASSERIFORMES,Passeroidea,0.0868781,-0.143277302,0.033086959,-0.005108655,-0.042347338,0.014576292,-0.006013028,-0.008824221
Corythaeola_cristata,Corythaeola,Musophagidae,MUSOPHAGIFORMES,MUSOPHAGIFORMES,0.183915644,-0.136809505,-0.118980364,-0.029996585,-0.02999624,-0.018652684,-0.021831133,0.008838893
Corythaixoides_leucogaster,Corythaixoides,Musophagidae,MUSOPHAGIFORMES,MUSOPHAGIFORMES,0.192994046,-0.093517376,-0.041499121,0.009401076,0.000821305,-0.003402193,-0.012134535,0.009328626
Corythopis_torquatus,Corythopis,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.020428049,0.159616409,0.01578034,0.010132915,0.02588237,0.00212854,-0.008786423,-0.008166061
Coscoroba_coscoroba,Coscoroba,Anatidae,ANSERIFORMES,ANSERIFORMES,-0.013757376,0.021876162,0.009474496,-0.170888308,0.117762026,0.00615883,0.018449805,-0.02654479
Cosmopsarus_regius,Cosmopsarus,Sturnidae,PASSERIFORMES,Muscicapoidea,-0.072260053,-0.011546921,0.033515327,0.018919783,-0.000478177,-0.010469906,0.006922376,-0.004255001
Cossypha_isabellae,Cossypha,Muscicapidae,PASSERIFORMES,Muscicapoidea,0.004458408,0.128899091,0.007687306,-0.017355858,-0.002730753,-0.015056419,-0.013004817,-0.001317384
Cossyphicula_roberti,Cossyphicula,Muscicapidae,PASSERIFORMES,Muscicapoidea,0.014718721,0.129969285,0.035232015,0.000274457,-0.004611716,-0.016048004,0.003027593,0.001890653
Cotinga_amabilis,Cotinga,Cotingidae,PASSERIFORMES,Cotingidae,0.084256933,0.094396466,0.063554593,0.034152645,-0.001843466,-0.013056877,-0.005239055,-0.003042844
Coturnicops_exquisitus,Coturnicops,Rallidae,GRUIFORMES,GRUIFORMES,-0.057587241,0.036600622,-0.077787461,-0.063593029,-0.035403486,0.017120722,0.004695656,0.001855984
Coturnix_coturnix,Coturnix,Phasianidae,GALLIFORMES,GALLIFORMES,0.180372001,-0.001118727,-0.013498949,-0.008764944,-0.028544346,0.042603041,0.017289137,-0.010832232
